[[Items	430	
		0	0	0	0	2	0
PARALYSIS WORE OFF	PARALYSIS WORE OFF	0	0	0	0	2	0
AWOKE FROM SLEEP	AWOKE FROM SLEEP	0	0	0	0	2	0
CONFUSION WORE OFF	CONFUSION WORE OFF	0	0	0	0	2	0
DAZZLE WORE OFF	DAZZLE WORE OFF	0	0	0	0	2	0
SANDSTORM WORE OFF	SANDSTORM WORE OFF	0	0	0	0	2	0
OOMPH WORE OFF	OOMPH WORE OFF	0	0	0	0	2	0
INSULATLE WORE OFF	INSULATLE WORE OFF	0	0	0	0	2	0
BOUNCE WORE OFF	BOUNCE WORE OFF	0	0	0	0	2	0
DANCE SEAL WORE OFF	DANCE SEAL WORE OFF	0	0	0	0	2	0
BAN DANCE WORE OFF	BAN DANCE WORE OFF	0	0	0	0	2	0
FIZZLE WORE OFF	FIZZLE WORE OFF	0	0	0	0	2	0
DEFENCE CHANGE WORE OFF	DEFENCE CHANGE WORE OFF	0	0	0	0	2	0
FLAME SHIELD EFFECT WORE OFF	FLAME SHIELD EFFECT WORE OFF	0	0	0	0	2	0
ICE SHIELD EFFECT WORE OFF	ICE SHIELD EFFECT WORE OFF	0	0	0	0	2	0
FLEE FAILED 1*	FLEE FAILED 1*	0	0	0	0	2	0
FLEE FAILED 2*	FLEE FAILED 2*	0	0	0	0	2	0
MAGIC BARRIER WORE OFF	MAGIC BARRIER WORE OFF	0	0	0	0	2	0
SPOOKY AURA WORE OFF	SPOOKY AURA WORE OFF	0	0	0	0	2	0
DIVINE INTERVENTION WORE OFF	DIVINE INTERVENTION WORE OFF	0	0	0	0	2	0
TURN ENDED DISPLAY	TURN ENDED DISPLAY	0	0	0	0	2	0
Monstrous Musk	Monstrous Musk	0	0	0	0	2	0
Intensso	Intensso	0	0	0	0	2	0
Self-destruct	Self-destruct	0	0	0	0	2	0
Bolt from the Blue	Bolt from the Blue	0	0	0	0	2	0
IMPOSED PARALYSIS (SINGLE)	IMPOSED PARALYSIS (SINGLE)	0	0	0	0	2	0
RECOVER HP	RECOVER HP	0	0	0	0	2	0
RECOVER MP	RECOVER MP	0	0	0	0	2	0
CHANGE MEMBERS	CHANGE MEMBERS	0	0	0	0	2	0
SUMMON SAGES PART 1	SUMMON SAGES PART 1	0	0	0	0	2	0
SUMMON SAGES PART 2	SUMMON SAGES PART 2	0	0	0	0	2	0
SUMMON SAGES PART 3	SUMMON SAGES PART 3	0	0	0	0	2	0
SUMMON SAGES PART 4	SUMMON SAGES PART 4	0	0	0	0	2	0
SUMMON SAGES PART 5	SUMMON SAGES PART 5	0	0	0	0	2	0
SUMMON SAGES PART 6	SUMMON SAGES PART 6	0	0	0	0	2	0
SUMMON SAGES PART 7	SUMMON SAGES PART 7	0	0	0	0	2	0
FAIL TO SUMMON SAGES	FAIL TO SUMMON SAGES	0	0	0	0	2	0
GIGAFLASH CAUSES MAGIC MIRROR TO BECOME SUN MIRROR	GIGAFLASH CAUSES MAGIC MIRROR TO BECOME SUN MIRROR	0	0	0	0	2	0
ZING FAILS	ZING FAILS	0	0	0	0	2	0
ZING FAILS (ALREADY ALIVE)	ZING FAILS (ALREADY ALIVE)	0	0	0	0	2	0
ZING FAILS (ALREADY ALIVE)	ZING FAILS (ALREADY ALIVE)	0	0	0	0	2	0
STAFF OF RESURRECTION FAILS	STAFF OF RESURRECTION FAILS	0	0	0	0	2	0
STAFF OF RESURRECTION FAILS (ALREADY ALIVE)	STAFF OF RESURRECTION FAILS (ALREADY ALIVE)	0	0	0	0	2	0
Boulder Dash	Boulder Dash	0	0	0	0	2	0
Cacophony	Cacophony	0	0	0	0	2	0
Shockwave	Shockwave	0	0	0	0	2	0
Megawhip	Megawhip	0	0	0	0	2	0
Featherain	Featherain	0	0	0	0	2	0
Temptation	Temptation	0	0	0	0	2	0
Magic Burst	Magic Burst	0	0	0	0	2	0
Fizzle	Fizzle	0	0	0	0	2	0
Kafrizzle	Kafrizzle	0	0	0	0	2	0
Kaboom	Kaboom	0	0	0	0	2	0
Fatal Force	Fatal Force	0	0	0	0	2	0
Hellfire Hurricane	Hellfire Hurricane	0	0	0	0	2	0
Magma Mayhem	Magma Mayhem	0	0	0	0	2	0
Scorch	Scorch	0	0	0	0	2	0
CALL DIFF. TYPE MONSTER 18	CALL DIFF. TYPE MONSTER 18	0	0	0	0	2	0
CALL DIFF. TYPE MONSTER 19	CALL DIFF. TYPE MONSTER 19	0	0	0	0	2	0
CALL DIFF. TYPE MONSTER 20	CALL DIFF. TYPE MONSTER 20	0	0	0	0	2	0
CALL DIFF. TYPE MONSTER 21	CALL DIFF. TYPE MONSTER 21	0	0	0	0	2	0
PARAMETER CHANGE 54	PARAMETER CHANGE 54	0	0	0	0	2	0
PARAMETER CHANGE 55	PARAMETER CHANGE 55	0	0	0	0	2	0
PARAMETER CHANGE 56	PARAMETER CHANGE 56	0	0	0	0	2	0
PARAMETER CHANGE 57	PARAMETER CHANGE 57	0	0	0	0	2	0
PARAMETER CHANGE 58	PARAMETER CHANGE 58	0	0	0	0	2	0
PARAMETER CHANGE 59	PARAMETER CHANGE 59	0	0	0	0	2	0
PARAMETER CHANGE 60	PARAMETER CHANGE 60	0	0	0	0	2	0
PARAMETER CHANGE 61	PARAMETER CHANGE 61	0	0	0	0	2	0
PARAMETER CHANGE 62	PARAMETER CHANGE 62	0	0	0	0	2	0
PARAMETER CHANGE 63	PARAMETER CHANGE 63	0	0	0	0	2	0
PARAMETER CHANGE 64	PARAMETER CHANGE 64	0	0	0	0	2	0
PARAMETER CHANGE 65	PARAMETER CHANGE 65	0	0	0	0	2	0
PARAMETER CHANGE 66	PARAMETER CHANGE 66	0	0	0	0	2	0
PARAMETER CHANGE 67	PARAMETER CHANGE 67	0	0	0	0	2	0
PARAMETER CHANGE 68	PARAMETER CHANGE 68	0	0	0	0	2	0
PARAMETER CHANGE 69	PARAMETER CHANGE 69	0	0	0	0	2	0
PARAMETER CHANGE 70	PARAMETER CHANGE 70	0	0	0	0	2	0
PARAMETER CHANGE 71	PARAMETER CHANGE 71	0	0	0	0	2	0
PARAMETER CHANGE 72	PARAMETER CHANGE 72	0	0	0	0	2	0
Death Dance	Death Dance	1	1	0	0	2	0
Monster Mia	Monster Mia	0	0	0	0	2	0
Monster Mia	Monster Mia	0	0	0	0	2	0
Monster Mia	Monster Mia	0	0	0	0	2	0
MAGIC FAILED	MAGIC FAILED	0	0	0	0	2	0
PEARLY GATES FAILS	PEARLY GATES FAILS	0	0	0	0	2	0
FAILS DUE TO LACK OF MP	FAILS DUE TO LACK OF MP	0	0	0	0	2	0
DANCE FAILS	DANCE FAILS	0	0	0	0	2	0
ANGEL CHEESE RESURRECTION	ANGEL CHEESE RESURRECTION	0	0	0	0	2	0
ANGEL CHEESE RESURRECTION FAILS	ANGEL CHEESE RESURRECTION FAILS	0	0	0	0	2	0
ENEMY YGGDRASIL LEAF FAILS	ENEMY YGGDRASIL LEAF FAILS	0	0	0	0	2	0
DARK MACARBOUR LEAF FAILS	DARK MACARBOUR LEAF FAILS	0	0	0	0	2	0
KERPLUNK RESURRECTION (PARTY)	KERPLUNK RESURRECTION (PARTY)	0	0	0	0	2	0
KERPLUNK RESURRECTION (ENEMY)	KERPLUNK RESURRECTION (ENEMY)	0	0	0	0	2	0
KERPLUNK RESURRECTION FAILS	KERPLUNK RESURRECTION FAILS	0	0	0	0	2	0
KERPLUNK RESTORATION	KERPLUNK RESTORATION	0	0	0	0	2	0
KERPLUNK SUCCEEDS (ENEMY)	KERPLUNK SUCCEEDS (ENEMY)	0	0	0	0	2	0
KERPLUNK FAILS (ENEMY)	KERPLUNK FAILS (ENEMY)	0	0	0	0	2	0
CALL A FRIEND FAILS	CALL A FRIEND FAILS	0	0	0	0	2	0
Crippling Kaboom	Crippling Kaboom	0	0	0	0	2	0
Bolt of Blight	Bolt of Blight	0	0	0	0	2	0
Hellfire Hurricane	Hellfire Hurricane	0	0	0	0	2	0
Heavenly Justice	Heavenly Justice	0	0	0	0	2	0
Super Sweet Breath	Super Sweet Breath	0	0	0	0	2	0
Mole-cular Fusion	Mole-cular Fusion	0	0	0	0	2	0
COUNTER DAMAGE	COUNTER DAMAGE	0	0	0	0	2	0
FIRST SUPER HIGH TENSION	FIRST SUPER HIGH TENSION	0	0	0	0	2	0
ORDINARY SUPER HIGH TENSION	ORDINARY SUPER HIGH TENSION	0	0	0	0	2	0
Maximaster	Maximaster	0	0	0	0	2	0
Maximaster	Maximaster	0	0	0	0	2	0
Maximaster	Maximaster	0	0	0	0	2	0
Sapper Slapper	Sapper Slapper	0	0	0	0	2	0
Good as Gold	Good as Gold	0	0	0	0	2	0
Elemental Storm	Elemental Storm	0	0	0	0	2	0
Elemental Storm	Elemental Storm	0	0	0	0	2	0
Dirge	Dirge	0	0	0	0	2	0
OTHER EFFECTS (SUPER HIGH TENSION)	OTHER EFFECTS (SUPER HIGH TENSION)	0	0	0	0	2	0
MONSTER RAISES TENSION	MONSTER RAISES TENSION	0	0	0	0	2	0
EQUIPPED WEAPON NOT USABLE AS ITEM IN BATTLE	EQUIPPED WEAPON NOT USABLE AS ITEM IN BATTLE	0	0	0	0	2	0
EQUIPPED SHIELD NOT USABLE AS ITEM IN BATTLE	EQUIPPED SHIELD NOT USABLE AS ITEM IN BATTLE	0	0	0	0	2	0
LOVE STORY: EFFECT ON HERO	LOVE STORY: EFFECT ON HERO	0	0	0	0	2	0
LOVE STORY: EFFECT ON YANGUS	LOVE STORY: EFFECT ON YANGUS	0	0	0	0	2	0
LOVE STORY: EFFECT ON JESSICA	LOVE STORY: EFFECT ON JESSICA	0	0	0	0	2	0
LOVE STORY: EFFECT ON ANGELO	LOVE STORY: EFFECT ON ANGELO	0	0	0	0	2	0
LOVE STORY: EFFECT ON RED	LOVE STORY: EFFECT ON RED	0	0	0	0	2	0
LOVE STORY: EFFECT ON MORRIE	LOVE STORY: EFFECT ON MORRIE	0	0	0	0	2	0
MONSTER CALLS FELLOW TYPE (GENERAL USE)	MONSTER CALLS FELLOW TYPE (GENERAL USE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH FALCON BLADE)	ORDINARY ATTACK (WITH FALCON BLADE)	0	0	0	0	2	0
Falcon Slash	Falcon Slash	0	0	0	0	2	0
ORDINARY ATTACK (WITH FALCON KNIFE)	ORDINARY ATTACK (WITH FALCON KNIFE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH BLIZZARD BLADE)	ORDINARY ATTACK (WITH BLIZZARD BLADE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH DREAM BLADE)	ORDINARY ATTACK (WITH DREAM BLADE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH FALLEN ANGEL RAPIER)	ORDINARY ATTACK (WITH FALLEN ANGEL RAPIER)	0	0	0	0	2	0
ORDINARY ATTACK (WITH POISON MOTH KNIFE)	ORDINARY ATTACK (WITH POISON MOTH KNIFE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH ICICLE DIRK)	ORDINARY ATTACK (WITH ICICLE DIRK)	0	0	0	0	2	0
ORDINARY ATTACK (WITH POISON NEEDLE)	ORDINARY ATTACK (WITH POISON NEEDLE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH IMP KNIFE)	ORDINARY ATTACK (WITH IMP KNIFE)	0	0	0	0	2	0
ORDINARY ATTACK (WITH DEMON SPEAR)	ORDINARY ATTACK (WITH DEMON SPEAR)	0	0	0	0	2	0
ORDINARY ATTACK (BARDICHE OF BINDING)	ORDINARY ATTACK (BARDICHE OF BINDING)	0	0	0	0	2	0
ORDINARY ATTACK (EROS' BOW)	ORDINARY ATTACK (EROS' BOW)	0	0	0	0	2	0
ORDINARY ATTACK (HELL SCYTHE)	ORDINARY ATTACK (HELL SCYTHE)	0	0	0	0	2	0
SECOND PYCHE UP LV.5	SECOND PYCHE UP LV.5	0	0	0	0	2	0
TENSION DROPS DUE TO OTHER (PARTY)	TENSION DROPS DUE TO OTHER (PARTY)	0	0	0	0	2	0
TENSION DROPS DUE TO OTHER (ENEMY)	TENSION DROPS DUE TO OTHER (ENEMY)	0	0	0	0	2	0
SUPER HIGH TENSION SUBSIDES DUE TO OTHER	SUPER HIGH TENSION SUBSIDES DUE TO OTHER	0	0	0	0	2	0
Cacophony	Cacophony	0	0	0	0	2	0
Cacophony	Cacophony	0	0	0	0	2	0
KERPLUNK SUCCEEDS (BACKUP MEMBER)	KERPLUNK SUCCEEDS (BACKUP MEMBER)	0	0	0	0	2	0
TENSION BOOST (SUPER HT)	TENSION BOOST (SUPER HT)	0	0	0	0	2	0
TENSION BOOST (HT)	TENSION BOOST (HT)	0	0	0	0	2	0
super seed of wisdom	super seed of wisdom	1	1	0	0	2	0
super seed of strength	super seed of strength	1	1	0	0	2	0
super seed of agility	super seed of agility	1	1	0	0	2	0
super seed of defence	super seed of defence	1	1	0	0	2	0
super seed of life	super seed of life	1	1	0	0	2	0
super seed of magic	super seed of magic	1	1	0	0	2	0
Erdrick's sword	Erdrick's sword	1	2	0	0	2	0
bad axe	bad axe	1	1	0	0	2	0
fire claw	fire claw	1	1	0	0	2	0
big bad boss shield	big bad boss shield	1	1	0	0	2	0
GREAT SABRECAT FLEES	GREAT SABRECAT FLEES	0	0	0	0	2	0
HP RECOVERS AT END OF TURN	HP RECOVERS AT END OF TURN	0	0	0	0	2	0
MP RECOVERS AT END OF TURN	MP RECOVERS AT END OF TURN	0	0	0	0	2	0
BOUNCED FRIZZ	BOUNCED FRIZZ	0	0	0	0	2	0
BOUNCED FRIZZLE	BOUNCED FRIZZLE	0	0	0	0	2	0
BOUNCED KAFRIZZLE	BOUNCED KAFRIZZLE	0	0	0	0	2	0
BOUNCED SIZZ	BOUNCED SIZZ	0	0	0	0	2	0
BOUNCED SIZZLE	BOUNCED SIZZLE	0	0	0	0	2	0
BOUNCED KASIZZLE	BOUNCED KASIZZLE	0	0	0	0	2	0
BOUNCED BANG	BOUNCED BANG	0	0	0	0	2	0
BOUNCED BOOM	BOUNCED BOOM	0	0	0	0	2	0
BOUNCED KABOOM	BOUNCED KABOOM	0	0	0	0	2	0
BOUNCED WOOSH	BOUNCED WOOSH	0	0	0	0	2	0
BOUNCED SWOOSH	BOUNCED SWOOSH	0	0	0	0	2	0
BOUNCED KASWOOSH	BOUNCED KASWOOSH	0	0	0	0	2	0
BOUNCED CRACK	BOUNCED CRACK	0	0	0	0	2	0
BOUNCED CRACKLE	BOUNCED CRACKLE	0	0	0	0	2	0
BOUNCED KACRACKLE	BOUNCED KACRACKLE	0	0	0	0	2	0
BOUNCED ZAP	BOUNCED ZAP	0	0	0	0	2	0
BOUNCED KAZAP	BOUNCED KAZAP	0	0	0	0	2	0
BOUNCED WHACK (PARTY)	BOUNCED WHACK (PARTY)	0	0	0	0	2	0
BOUNCED WHACK (ENEMY)	BOUNCED WHACK (ENEMY)	0	0	0	0	2	0
BOUNCED THWACK (PARTY)	BOUNCED THWACK (PARTY)	0	0	0	0	2	0
BOUNCED THWACK (ENEMY)	BOUNCED THWACK (ENEMY)	0	0	0	0	2	0
BOUNCED KATHWACK (PARTY)	BOUNCED KATHWACK (PARTY)	0	0	0	0	2	0
BOUNCED KATHWACK (ENEMY)	BOUNCED KATHWACK (ENEMY)	0	0	0	0	2	0
BOUNCED KAMIKAZEE (PARTY)	BOUNCED KAMIKAZEE (PARTY)	0	0	0	0	2	0
BOUNCED KAMIKAZEE (ENEMY)	BOUNCED KAMIKAZEE (ENEMY)	0	0	0	0	2	0
BOUNCED SNOOZE (PARTY)	BOUNCED SNOOZE (PARTY)	0	0	0	0	2	0
BOUNCED SNOOZE (ENEMY)	BOUNCED SNOOZE (ENEMY)	0	0	0	0	2	0
BOUNCED KASNOOZE (PARTY)	BOUNCED KASNOOZE (PARTY)	0	0	0	0	2	0
BOUNCED KASNOOZE (ENEMY)	BOUNCED KASNOOZE (ENEMY)	0	0	0	0	2	0
BOUNCED DAZZLE (PARTY)	BOUNCED DAZZLE (PARTY)	0	0	0	0	2	0
BOUNCED DAZZLE (ENEMY)	BOUNCED DAZZLE (ENEMY)	0	0	0	0	2	0
BOUNCED FIZZLE (PARTY)	BOUNCED FIZZLE (PARTY)	0	0	0	0	2	0
BOUNCED FIZZLE	BOUNCED FIZZLE	0	0	0	0	2	0
BOUNCED FUDDLE (GROUP)	BOUNCED FUDDLE (GROUP)	0	0	0	0	2	0
BOUNCED FUDDLE (INDIVIDUAL)	BOUNCED FUDDLE (INDIVIDUAL)	0	0	0	0	2	0
BOUNCED KAFUDDLE (PARTY)	BOUNCED KAFUDDLE (PARTY)	0	0	0	0	2	0
BOUNCED KAFUDDLE	BOUNCED KAFUDDLE	0	0	0	0	2	0
BOUNCED DRAIN MAGIC	BOUNCED DRAIN MAGIC	0	0	0	0	2	0
BOUNCED SAP (PARTY)	BOUNCED SAP (PARTY)	0	0	0	0	2	0
BOUNCED SAP (ENEMY)	BOUNCED SAP (ENEMY)	0	0	0	0	2	0
BOUNCED KASAP (PARTY)	BOUNCED KASAP (PARTY)	0	0	0	0	2	0
BOUNCED KASAP (ENEMY)	BOUNCED KASAP (ENEMY)	0	0	0	0	2	0
BOUNCED DECELERATLE (PARTY)	BOUNCED DECELERATLE (PARTY)	0	0	0	0	2	0
BOUNCED DECELERATLE (ENEMY)	BOUNCED DECELERATLE (ENEMY)	0	0	0	0	2	0
BOUNCED ZING	BOUNCED ZING	0	0	0	0	2	0
BOUNCED KAZING	BOUNCED KAZING	0	0	0	0	2	0
BOUNCED KERPLUNK	BOUNCED KERPLUNK	0	0	0	0	2	0
BOUNCED BAN DANCE	BOUNCED BAN DANCE	0	0	0	0	2	0
BOUNCED DIVINE INTERVENTION	BOUNCED DIVINE INTERVENTION	0	0	0	0	2	0
Clean Sweep	Clean Sweep	0	0	0	0	2	0
BAUMREN'S BELL NO EFFECT	BAUMREN'S BELL NO EFFECT	0	0	0	0	2	0
TEAM WIPED OUT	TEAM WIPED OUT	0	0	0	0	2	0
ORDINARY ATTACK (WITH SAPPER SLAPPER)	ORDINARY ATTACK (WITH SAPPER SLAPPER)	0	0	0	0	2	0
Sapper Slapper	Sapper Slapper	0	0	0	0	2	0
ADDITIONAL ATTACK	ADDITIONAL ATTACK	0	0	0	0	2	0
SHARE MAGIC RESTORED MP 	SHARE MAGIC RESTORED MP 	0	0	0	0	2	0
NORMAL ATTACK (8026)	NORMAL ATTACK (8026)	0	0	0	0	2	0
NORMAL ATTACK (8086)	NORMAL ATTACK (8086)	0	0	0	0	2	0
TENSION RELEASE (PARTY)	TENSION RELEASE (PARTY)	0	0	0	0	2	0
TENSION RELEASE (ENEMY)	TENSION RELEASE (ENEMY)	0	0	0	0	2	0
SUPER HIGH TENSION SUBSIDES	SUPER HIGH TENSION SUBSIDES	0	0	0	0	2	0
Super Seed of Skill	Super Seed of Skill	0	0	0	0	2	0
SHARE MAGIC SELF	SHARE MAGIC SELF	0	0	0	0	2	0
DOUBLE-EDGED SWORD SELF DAMAGE	DOUBLE-EDGED SWORD SELF DAMAGE	0	0	0	0	2	0
ITEM UNUSABLE IN BATTLE	ITEM UNUSABLE IN BATTLE	0	0	0	0	2	0
DRAIN MAGIC RESTORES MP	DRAIN MAGIC RESTORES MP	0	0	0	0	2	0
ORDINARY ATTACK (WITH DREAD DAGGER)	ORDINARY ATTACK (WITH DREAD DAGGER)	0	0	0	0	2	0
ORDINARY ATTACK (WITH HONKING HAMMER)	ORDINARY ATTACK (WITH HONKING HAMMER)	0	0	0	0	2	0
ORDINARY ATTACK (WITH RINBOW FAN)	ORDINARY ATTACK (WITH RINBOW FAN)	0	0	0	0	2	0
ORDINARY ATTACK (WITH STELLAR FAN)	ORDINARY ATTACK (WITH STELLAR FAN)	0	0	0	0	2	0
ORDINARY ATTACK (WITH LUNAR FAN)	ORDINARY ATTACK (WITH LUNAR FAN)	0	0	0	0	2	0
ORDINARY ATTACK (WITH SOLAR FAN)	ORDINARY ATTACK (WITH SOLAR FAN)	0	0	0	0	2	0
ORDINARY ATTACK (WITH FAN OF PEACE)	ORDINARY ATTACK (WITH FAN OF PEACE)	0	0	0	0	2	0
ITEM UNUSABLE IN BATTLE (ON ALL)	ITEM UNUSABLE IN BATTLE (ON ALL)	0	0	0	0	2	0
FRIGHTENED AND FLEES (DROPS ITEM)	FRIGHTENED AND FLEES (DROPS ITEM)	0	0	0	0	2	0
TENSION LOWERED BY LAME STORY (PARTY)	TENSION LOWERED BY LAME STORY (PARTY)	0	0	0	0	2	0
TENSION LOWERED BY LAME STORY (ENEMY)	TENSION LOWERED BY LAME STORY (ENEMY)	0	0	0	0	2	0
BOUNCED GIGAFLASH	BOUNCED GIGAFLASH	0	0	0	0	2	0
KERPLUNK DANCE SELF-DESTRUCT	KERPLUNK DANCE SELF-DESTRUCT	0	0	0	0	2	0
DANCE OF LIFE FAILED (ON LIVE MEMBER)	DANCE OF LIFE FAILED (ON LIVE MEMBER)	0	0	0	0	2	0
BOUNCED FIZZLE (MARCELLO)	BOUNCED FIZZLE (MARCELLO)	0	0	0	0	2	0
BOUNCED KAFRIZZLE (ESTARK)	BOUNCED KAFRIZZLE (ESTARK)	0	0	0	0	2	0
BOUNCED KABOOM (ESTARK)	BOUNCED KABOOM (ESTARK)	0	0	0	0	2	0
SELF-DESTRUCT BY SMALL EXPLOSION	SELF-DESTRUCT BY SMALL EXPLOSION	0	0	0	0	2	0
Wrath of the Gods	Wrath of the Gods	0	0	0	0	2	0
MESSAGE ATTACK 5-2	MESSAGE ATTACK 5-2	0	0	0	0	2	0
Warcry	Warcry	0	0	0	0	2	0
MESSAGE ATTACK 19	MESSAGE ATTACK 19	0	0	0	0	2	0
[[Misc.	22	
<hero>	<hero>	0	0	0	0	0	0
Yangus	Yangus	0	0	0	0	0	0
Jessica	Jessica	0	0	0	0	1	0
Angelo	Angelo	0	0	0	0	0	0
Red	Red	0	0	0	0	1	0
Morrie	Morrie	0	0	0	0	0	0
enemies	enemies	1	13	1	1	2	0
King Trode	King Trode	0	0	0	0	0	0
blade	blades	1	1	1	1	2	0
spear	spears	1	1	1	1	2	0
axe	axes	1	2	1	1	2	0
scythe	scythes	1	1	1	1	2	0
whip	whips	1	1	1	1	2	0
bow	bows	1	1	1	1	2	0
staff	staves	1	1	1	1	2	0
fan	fans	1	1	1	1	2	0
claw	claws	1	1	1	1	2	0
knife	knives	1	1	1	1	2	0
club	clubs	1	1	1	1	2	0
boomerang	boomerangs	1	1	1	1	2	0
party	party	1	8	1	2	2	1
monster team	monster team	1	8	1	2	2	1
[[Monsters(P)	100	
Axoraptor	Axoraptors	1	8	1	2	2	0
Shortshooter	Shortshooters	0	0	0	0	2	0
One Knight Stand	One Knight Stands	1	8	1	2	2	0
Automaton Aviator	Automaton Aviators	1	8	1	2	2	0
Pain in the Neck	Pains in the Neck	1	8	1	2	2	0
Buffalo Bill	Buffalo Bills	0	0	0	0	0	0
Family Doctor	Family Doctors	1	8	1	2	2	0
Hollow Knight	Hollow Knights	1	8	1	2	0	0
Mullet Mallet	Mullet Mallets	0	0	0	0	2	0
Little Nipper	Little Nippers	0	0	0	0	2	0
Sharpshooter	Sharpshooters	0	0	0	0	2	0
Root of Evil	Roots of Evil	1	8	1	2	2	0
Squiggly Squiggler	Squiggly Squigglers	0	0	0	0	2	0
Old<->School Drooler	Old<->School Droolers	1	8	1	2	0	0
Punchin' Judy	Punchin' Judys	0	0	0	0	2	0
Slimy Smiley	Slimy Smilies	0	0	0	0	2	0
Bushwhacker	Bushwhackers	1	8	1	2	0	0
Nightstalker	Nightstalkers	1	8	1	2	2	0
Goldbricker	Goldbrickers	1	8	1	2	0	0
Death Tabby	Death Tabbies	0	0	0	0	2	0
Wild Spearman	Wild Spearmen	1	8	1	2	0	0
Fertiliser	Fertilisers	1	8	1	2	0	0
Hooded Hacker	Hooded Hackers	1	8	1	2	2	0
Jewel Juggler	Jewel Jugglers	0	0	0	0	2	0
King of Dumbira	Kings of Dumbira	1	8	1	2	0	0
All Day Sucker	All Day Suckers	1	8	1	2	2	0
Slime Creator	Slime Creators	1	8	1	2	0	0
Al Gee	Al Gees	0	0	0	0	0	0
Old Soldier	Old Soldiers	0	0	0	0	0	0
Living Flame	Living Flames	1	8	1	2	0	0
Poisonous Sniper	Poisonous Snipers	0	0	0	0	2	0
Potty Dragon	Potty Dragons	1	8	1	2	2	0
Gloopy Groupie	Gloopy Groupies	0	0	0	0	2	0
Angel of Curing	Angels of Curing	1	8	1	2	2	0
Abominable Ape	Abominable Apes	1	8	1	2	2	0
Fantom of Chopera	Fantoms of Chopera	1	8	1	2	0	0
Femme Fatale	Femmes Fatales	0	0	0	0	1	0
Roboster Mk I	Robosters Mk I	0	0	0	0	2	0
Bricklayer	Bricklayers	1	8	1	2	0	0
Cold Fire	Cold Fires	0	0	0	0	0	0
Terror Talons	Terror Talons	0	0	0	0	2	0
Pelvic Thruster	Pelvic Thrusters	1	8	1	2	0	0
Slime Designer	Slime Designers	1	8	1	2	0	0
Ochre Ogre	Ochre Ogres	1	8	1	2	2	0
Muscly Mohawker	Muscly Mohawkers	0	0	0	0	0	0
Puppet Pugilist	Puppet Puglists	1	8	1	2	2	0
Gigantes Guardsman	Gigantes Guardsmen	1	8	1	2	0	0
Big Blue Bully	Big Blue Bullies	1	8	1	2	0	0
Occult Rider	Occult Riders	1	8	1	2	2	0
Bone Racer	Bone Racers	1	8	1	2	2	0
Attack Bot Mk II	Attack Bots Mk II	0	0	0	0	2	0
Big Blizzard	Big Blizzards	0	0	0	0	2	0
Living Torch	Living Torches	1	8	1	2	0	0
Raging Rooster	Raging Roosters	1	8	1	2	0	0
Loopy Lupus	Loopy Lupuses	1	8	1	2	2	0
Octavius Maximus	Octavius Maximi	0	0	0	0	2	0
Quick Silver	Quick Silvers	0	0	0	0	2	0
Metal Babble	Metal Babbles	0	0	0	0	2	0
Shadow Conductor	Shadow Conductors	1	8	1	2	0	0
Arch<->archdemon	Arch<->archdemons	0	0	0	0	2	0
Gigantes Gangster	Gigantes Gangsters	1	8	1	2	0	0
Troll Patroller	Troll Patrollers	1	8	1	2	0	0
Man<->at<->Arms	Men<->at<->Arms	0	0	0	0	0	0
Crazed Colossus	Crazed Colossi	1	8	1	2	2	0
Killer Director	Killer Directors	1	8	1	2	0	0
Stonemason	Stonemasons	1	8	1	2	0	0
Heavy Metal	Heavy Metals	0	0	0	0	2	0
Headless Flailsman	Headless Flailsmen	1	8	1	2	0	0
Wight Highpriest	Wight Highpriests	1	8	1	2	0	0
Jumbo Dilophosaur	Jumbo Dilophosauruses	0	0	0	0	2	0
Gryphon General	Gryphon Generals	0	0	0	0	2	0
Greater Sabrecat	Greater Sabrecats	1	8	1	2	2	0
Man<->eater Chest	Man<->eater Chests	1	8	1	2	2	0
Sand Slayer	Sand Slayers	1	8	1	2	2	0
Bundle of Joy	Bundles of Joy	0	0	0	0	2	0
Mole Major	Mole Majors	0	0	0	0	0	0
Colossal Clione	Colossal Cliones	1	8	1	2	2	0
Ms. Impetuous	Ms. Impetuouses	0	0	0	0	1	0
Mr. Bo Dangles	Mr. Bo Dangleses	0	0	0	0	0	0
Caped Inspectre	Caped Inspectres	1	8	0	0	0	0
Pre-curser of Death	Pre-cursers of Death	0	0	0	0	2	0
Mr. Stalkative	Mr. Stalkatives	0	0	0	0	0	0
King of RIP	Kings of RIP	1	8	0	0	0	0
Whizzkid	Whizzkids	1	8	0	0	2	0
Heavenly Hunter	Heavenly Hunters	0	0	0	0	0	0
Sinister Minister	Sinister Ministers	1	8	0	0	0	0
Cosmic Doom	Cosmic Dooms	0	0	0	0	2	0
Lucky Old Sun	Lucky Old Suns	0	0	0	0	0	0
Star Duster	Star Dusters	0	0	0	0	0	0
Major Flavour	Major Flavours	0	0	0	0	1	0
